,CHECKINGSTATUS,LOANDURATION,CREDITHISTORY,LOANPURPOSE,LOANAMOUNT,EXISTINGSAVINGS,EMPLOYMENTDURATION,INSTALLMENTPERCENT,SEX,OTHERSONLOAN,CURRENTRESIDENCEDURATION,OWNSPROPERTY,AGE,INSTALLMENTPLANS,HOUSING,EXISTINGCREDITSCOUNT,JOB,DEPENDENTS,TELEPHONE,FOREIGNWORKER,RISK
1598,less_0,8,no_credits,car_new,250,less_100,less_1,2,male,none,2,real_estate,21,stores,rent,1,skilled,1,none,yes,No Risk
1599,less_0,8,no_credits,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
1600,less_0,8,no_credits,car_used,250,less_100,unemployed,1,male,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk
1601,less_0,8,prior_payments_delayed,car_new,250,less_100,less_1,2,female,none,3,savings_insurance,19,stores,own,1,skilled,1,yes,yes,No Risk
1602,less_0,8,prior_payments_delayed,car_new,368,less_100,less_1,2,female,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,No Risk
1603,less_0,8,prior_payments_delayed,car_new,370,less_100,less_1,2,female,none,2,real_estate,25,none,own,1,skilled,1,none,yes,No Risk
1604,less_0,8,prior_payments_delayed,car_new,418,less_100,less_1,1,female,co-applicant,1,car_other,37,bank,own,1,unemployed,1,yes,yes,No Risk
1605,less_0,8,prior_payments_delayed,car_new,440,less_100,less_1,2,female,none,1,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk
1606,less_0,8,prior_payments_delayed,car_new,988,less_100,1_to_4,2,male,none,2,savings_insurance,26,none,own,2,skilled,2,yes,yes,Risk
1607,less_0,8,prior_payments_delayed,car_new,1074,500_to_1000,4_to_7,2,female,none,3,savings_insurance,37,stores,own,2,skilled,2,none,yes,No Risk
1608,less_0,8,prior_payments_delayed,car_new,1821,less_100,less_1,2,male,none,3,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
1609,less_0,8,prior_payments_delayed,car_new,3212,less_100,1_to_4,2,female,none,2,car_other,34,stores,own,1,skilled,1,none,yes,No Risk
1610,less_0,8,prior_payments_delayed,car_used,797,500_to_1000,4_to_7,3,female,none,1,real_estate,36,stores,own,1,skilled,1,none,yes,No Risk
1611,less_0,8,prior_payments_delayed,car_used,840,less_100,1_to_4,2,female,none,1,car_other,30,none,rent,1,skilled,1,none,yes,No Risk
1612,less_0,8,prior_payments_delayed,car_used,1187,less_100,1_to_4,2,male,none,3,real_estate,42,none,own,1,skilled,2,none,yes,No Risk
1613,less_0,8,prior_payments_delayed,car_used,1714,500_to_1000,4_to_7,3,female,none,2,real_estate,41,none,own,2,skilled,1,yes,yes,No Risk
1614,less_0,8,prior_payments_delayed,furniture,250,less_100,4_to_7,3,male,none,3,real_estate,36,none,own,1,skilled,1,yes,yes,No Risk
1615,less_0,8,prior_payments_delayed,furniture,311,less_100,less_1,1,female,none,2,savings_insurance,39,none,own,1,skilled,1,yes,yes,Risk
1616,less_0,8,prior_payments_delayed,furniture,636,less_100,less_1,1,female,none,1,savings_insurance,31,stores,own,2,skilled,1,yes,yes,No Risk
1617,less_0,8,prior_payments_delayed,furniture,1004,500_to_1000,4_to_7,2,male,none,3,car_other,41,stores,own,2,unskilled,1,none,yes,No Risk
1618,less_0,8,prior_payments_delayed,furniture,1006,less_100,unemployed,1,female,none,2,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
1619,less_0,8,prior_payments_delayed,furniture,1832,less_100,4_to_7,3,male,none,3,real_estate,31,none,rent,1,skilled,1,none,yes,No Risk
1620,less_0,8,prior_payments_delayed,vacation,3335,less_100,less_1,2,female,none,3,savings_insurance,27,bank,rent,1,unskilled,1,none,yes,No Risk
1621,less_0,9,all_credits_paid_back,appliances,250,100_to_500,less_1,2,female,none,1,savings_insurance,40,none,own,2,skilled,2,yes,yes,No Risk
1622,less_0,9,all_credits_paid_back,appliances,496,less_100,1_to_4,2,female,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
1623,less_0,9,all_credits_paid_back,appliances,1249,less_100,1_to_4,3,female,none,1,real_estate,38,none,own,1,skilled,1,none,yes,No Risk
1624,less_0,9,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,24,none,rent,1,skilled,2,yes,yes,No Risk
1625,less_0,9,all_credits_paid_back,car_new,250,100_to_500,less_1,2,male,none,2,savings_insurance,20,none,own,2,skilled,1,none,yes,No Risk
1626,less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,co-applicant,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk
1627,less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,1,savings_insurance,29,stores,own,1,unskilled,1,none,yes,No Risk
1628,less_0,9,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk
1629,less_0,9,all_credits_paid_back,car_new,250,less_100,less_1,2,male,co-applicant,2,savings_insurance,31,stores,own,1,skilled,1,none,yes,No Risk
1630,less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
1631,less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,24,none,rent,1,skilled,1,none,yes,No Risk
1632,less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk
1633,less_0,9,all_credits_paid_back,car_new,977,less_100,less_1,1,female,none,2,savings_insurance,25,stores,own,1,skilled,1,yes,yes,Risk
1634,less_0,9,all_credits_paid_back,car_new,1071,100_to_500,4_to_7,3,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk
1635,less_0,9,all_credits_paid_back,car_new,1704,less_100,less_1,2,female,none,1,real_estate,23,bank,rent,1,unskilled,1,none,yes,No Risk
1636,less_0,9,all_credits_paid_back,car_new,1928,less_100,1_to_4,2,female,none,3,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
1637,less_0,9,all_credits_paid_back,car_new,2052,less_100,unemployed,1,male,none,2,real_estate,21,stores,rent,1,skilled,1,none,yes,No Risk
1638,less_0,9,all_credits_paid_back,car_new,2507,less_100,unemployed,2,male,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
1639,less_0,9,all_credits_paid_back,car_new,2524,100_to_500,less_1,2,male,none,1,savings_insurance,24,none,own,2,skilled,1,none,yes,No Risk
1640,less_0,9,all_credits_paid_back,car_new,2693,less_100,less_1,1,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
1641,less_0,9,all_credits_paid_back,car_new,3917,less_100,less_1,1,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk
1642,less_0,9,all_credits_paid_back,car_used,250,100_to_500,4_to_7,2,female,none,1,savings_insurance,28,stores,own,1,skilled,1,none,yes,No Risk
1643,less_0,9,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1644,less_0,9,all_credits_paid_back,car_used,250,100_to_500,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1645,less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk
1646,less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
1647,less_0,9,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
1648,less_0,9,all_credits_paid_back,car_used,250,less_100,unemployed,1,male,none,1,real_estate,22,stores,rent,1,skilled,1,none,yes,No Risk
1649,less_0,9,all_credits_paid_back,car_used,255,less_100,1_to_4,2,female,none,3,car_other,25,none,own,1,skilled,1,yes,yes,No Risk
1650,less_0,9,all_credits_paid_back,car_used,489,less_100,1_to_4,2,female,none,3,real_estate,23,none,own,1,skilled,1,none,yes,No Risk
1651,less_0,9,all_credits_paid_back,car_used,649,100_to_500,less_1,1,female,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes,No Risk
1652,less_0,9,all_credits_paid_back,car_used,1841,less_100,less_1,2,female,none,3,real_estate,24,none,own,1,management_self-employed,1,none,yes,No Risk
1653,less_0,9,all_credits_paid_back,car_used,4292,less_100,1_to_4,3,female,none,1,car_other,34,none,rent,2,skilled,1,none,yes,Risk
1654,less_0,9,all_credits_paid_back,car_used,4302,less_100,1_to_4,3,male,none,1,car_other,34,none,free,1,skilled,1,none,yes,No Risk
1655,less_0,9,all_credits_paid_back,car_used,4945,100_to_500,4_to_7,3,male,none,3,car_other,41,none,own,2,skilled,1,none,yes,No Risk
1656,less_0,9,all_credits_paid_back,car_used,5426,100_to_500,less_1,3,female,none,3,savings_insurance,37,none,rent,2,skilled,1,none,yes,No Risk
1657,less_0,9,all_credits_paid_back,furniture,1781,less_100,less_1,1,male,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
1658,less_0,9,all_credits_paid_back,vacation,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1659,less_0,9,all_credits_paid_back,vacation,772,less_100,less_1,2,male,none,2,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk
1660,less_0,9,all_credits_paid_back,vacation,3484,less_100,less_1,3,male,co-applicant,3,savings_insurance,30,stores,own,1,unskilled,1,yes,yes,No Risk
1661,less_0,9,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,Risk
1662,less_0,9,credits_paid_to_date,car_new,250,less_100,4_to_7,1,male,none,1,savings_insurance,34,bank,rent,1,unemployed,1,none,yes,No Risk
1663,less_0,9,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1664,less_0,9,credits_paid_to_date,car_new,2421,less_100,1_to_4,3,female,none,2,savings_insurance,32,none,own,2,skilled,1,none,yes,No Risk
1665,less_0,9,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,3,real_estate,29,bank,rent,1,unskilled,1,none,yes,No Risk
1666,less_0,9,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,none,1,savings_insurance,39,stores,own,1,skilled,1,yes,yes,No Risk
1667,less_0,9,credits_paid_to_date,furniture,2194,less_100,1_to_4,1,female,none,2,car_other,34,stores,rent,1,skilled,1,none,yes,Risk
1668,less_0,9,credits_paid_to_date,vacation,657,less_100,less_1,2,male,none,1,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
1669,less_0,9,no_credits,car_new,250,less_100,unemployed,2,female,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
1670,less_0,9,no_credits,car_new,438,less_100,unemployed,1,male,co-applicant,2,savings_insurance,30,stores,own,2,unskilled,1,none,yes,No Risk
1671,less_0,9,no_credits,car_used,3271,less_100,1_to_4,3,female,none,2,savings_insurance,47,none,own,1,skilled,1,none,yes,No Risk
1672,less_0,9,no_credits,radio_tv,2084,less_100,unemployed,1,female,none,1,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk
1673,less_0,9,prior_payments_delayed,appliances,1512,less_100,4_to_7,3,female,none,3,car_other,33,none,own,1,skilled,1,none,yes,Risk
1674,less_0,9,prior_payments_delayed,car_new,250,less_100,4_to_7,1,female,none,1,real_estate,29,stores,own,1,skilled,1,none,yes,No Risk
1675,less_0,9,prior_payments_delayed,car_new,872,less_100,1_to_4,2,female,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
1676,less_0,9,prior_payments_delayed,car_new,1050,less_100,1_to_4,2,male,none,1,real_estate,25,none,own,1,skilled,1,none,yes,No Risk
1677,less_0,9,prior_payments_delayed,car_new,2289,less_100,1_to_4,3,male,none,1,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
1678,less_0,9,prior_payments_delayed,car_new,3005,less_100,4_to_7,3,female,none,1,savings_insurance,46,none,own,2,skilled,1,none,yes,No Risk
1679,less_0,9,prior_payments_delayed,car_used,250,less_100,less_1,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
1680,less_0,9,prior_payments_delayed,car_used,842,500_to_1000,4_to_7,3,male,none,3,car_other,32,none,own,1,skilled,2,yes,yes,No Risk
1681,less_0,9,prior_payments_delayed,car_used,972,100_to_500,4_to_7,3,male,none,2,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
1682,less_0,9,prior_payments_delayed,car_used,2787,less_100,4_to_7,3,male,none,2,savings_insurance,46,bank,own,2,unskilled,1,yes,yes,No Risk
1683,less_0,9,prior_payments_delayed,furniture,292,less_100,less_1,2,female,none,3,car_other,51,none,rent,1,skilled,1,none,yes,No Risk
1684,less_0,9,prior_payments_delayed,furniture,1021,less_100,4_to_7,2,male,none,1,car_other,41,stores,own,1,skilled,1,none,yes,No Risk
1685,less_0,9,prior_payments_delayed,furniture,1173,less_100,1_to_4,3,male,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk
1686,less_0,9,prior_payments_delayed,furniture,1977,less_100,1_to_4,3,male,none,3,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
1687,less_0,9,prior_payments_delayed,furniture,2219,less_100,1_to_4,1,female,none,1,savings_insurance,29,stores,own,2,skilled,1,none,yes,No Risk
1688,less_0,9,prior_payments_delayed,furniture,3047,less_100,1_to_4,3,male,none,3,savings_insurance,35,bank,own,1,unskilled,1,yes,yes,No Risk
1689,less_0,10,all_credits_paid_back,car_new,250,100_to_500,less_1,2,female,none,2,savings_insurance,33,stores,rent,2,skilled,1,none,yes,No Risk
1690,less_0,10,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,female,none,3,savings_insurance,24,none,rent,1,skilled,1,none,yes,No Risk
1691,less_0,10,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,34,none,own,1,skilled,1,none,yes,No Risk
1692,less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,25,stores,rent,1,skilled,1,none,yes,No Risk
1693,less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1694,less_0,10,all_credits_paid_back,car_new,299,100_to_500,less_1,2,female,none,1,savings_insurance,25,none,rent,1,skilled,1,none,yes,No Risk
1695,less_0,10,all_credits_paid_back,car_new,420,less_100,less_1,2,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
1696,less_0,10,all_credits_paid_back,car_new,1000,less_100,less_1,1,female,none,2,real_estate,34,stores,own,1,skilled,1,none,yes,No Risk
1697,less_0,10,all_credits_paid_back,car_new,1030,less_100,unemployed,2,female,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
1698,less_0,10,all_credits_paid_back,car_new,1078,less_100,1_to_4,1,female,none,2,real_estate,21,stores,own,1,skilled,1,none,yes,No Risk
1699,less_0,10,all_credits_paid_back,car_new,1125,less_100,unemployed,2,female,none,1,savings_insurance,25,stores,own,1,skilled,1,none,yes,No Risk
1700,less_0,10,all_credits_paid_back,car_new,1300,less_100,1_to_4,3,female,none,2,real_estate,42,bank,rent,1,unskilled,1,none,yes,No Risk
1701,less_0,10,all_credits_paid_back,car_new,1400,less_100,less_1,1,female,none,1,car_other,28,stores,own,1,skilled,1,none,yes,No Risk
1702,less_0,10,all_credits_paid_back,car_new,1601,less_100,less_1,1,male,none,2,savings_insurance,27,stores,rent,1,skilled,1,none,yes,No Risk
1703,less_0,10,all_credits_paid_back,car_new,1693,less_100,1_to_4,3,female,none,2,car_other,31,none,rent,1,skilled,1,none,yes,No Risk
1704,less_0,10,all_credits_paid_back,car_new,2144,less_100,less_1,2,female,co-applicant,2,real_estate,36,bank,rent,1,unemployed,1,none,yes,No Risk
1705,less_0,10,all_credits_paid_back,car_new,2167,100_to_500,less_1,2,male,none,3,real_estate,30,none,own,3,skilled,1,none,yes,No Risk
1706,less_0,10,all_credits_paid_back,car_new,2173,less_100,less_1,1,male,none,1,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk
1707,less_0,10,all_credits_paid_back,car_new,2328,100_to_500,4_to_7,2,female,none,2,real_estate,33,stores,own,1,skilled,1,none,yes,No Risk
1708,less_0,10,all_credits_paid_back,car_new,3237,less_100,less_1,3,female,none,3,real_estate,32,none,own,2,skilled,1,none,yes,No Risk
1709,less_0,10,all_credits_paid_back,car_new,4973,less_100,1_to_4,3,male,none,2,savings_insurance,25,none,rent,1,management_self-employed,1,none,yes,No Risk
1710,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,2,real_estate,22,none,rent,2,skilled,1,none,yes,No Risk
1711,less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,23,stores,own,1,skilled,1,none,yes,No Risk
1712,less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,36,stores,rent,1,unskilled,1,none,yes,No Risk
1713,less_0,10,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1714,less_0,10,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,21,bank,rent,1,unskilled,1,none,yes,No Risk
1715,less_0,10,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,21,stores,rent,1,skilled,1,none,yes,No Risk
1716,less_0,10,all_credits_paid_back,car_used,435,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
1717,less_0,10,all_credits_paid_back,car_used,875,100_to_500,less_1,2,female,none,2,car_other,25,bank,rent,2,unemployed,1,none,yes,No Risk
1718,less_0,10,all_credits_paid_back,car_used,927,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
1719,less_0,10,all_credits_paid_back,car_used,1349,100_to_500,less_1,2,female,none,1,car_other,36,stores,rent,1,unskilled,2,none,yes,No Risk
1720,less_0,10,all_credits_paid_back,car_used,1401,less_100,1_to_4,2,female,none,2,real_estate,25,none,own,1,skilled,1,none,yes,No Risk
1721,less_0,10,all_credits_paid_back,car_used,1665,less_100,1_to_4,3,female,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
1722,less_0,10,all_credits_paid_back,car_used,1847,less_100,unemployed,1,female,none,3,car_other,27,none,own,1,skilled,1,none,yes,No Risk
1723,less_0,10,all_credits_paid_back,car_used,2141,100_to_500,less_1,2,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk
1724,less_0,10,all_credits_paid_back,car_used,2323,100_to_500,less_1,2,male,none,2,car_other,19,bank,rent,1,unemployed,1,none,yes,No Risk
1725,less_0,10,all_credits_paid_back,car_used,2323,less_100,less_1,2,male,none,3,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,No Risk
1726,less_0,10,all_credits_paid_back,furniture,706,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1727,less_0,10,all_credits_paid_back,vacation,1575,less_100,unemployed,1,female,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk
1728,less_0,10,all_credits_paid_back,vacation,2380,less_100,less_1,2,female,none,2,savings_insurance,28,none,rent,1,skilled,1,none,yes,No Risk
1729,less_0,10,all_credits_paid_back,vacation,2649,less_100,less_1,1,female,none,2,car_other,24,none,own,1,skilled,1,none,yes,No Risk
1730,less_0,10,credits_paid_to_date,appliances,818,less_100,1_to_4,2,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
1731,less_0,10,credits_paid_to_date,car_new,1315,500_to_1000,less_1,2,male,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk
1732,less_0,10,credits_paid_to_date,car_used,652,less_100,4_to_7,2,male,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk
1733,less_0,10,credits_paid_to_date,vacation,2129,less_100,less_1,1,female,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk
1734,less_0,10,prior_payments_delayed,car_new,343,500_to_1000,1_to_4,1,female,none,2,car_other,30,bank,rent,1,unemployed,2,none,yes,No Risk
1735,less_0,10,prior_payments_delayed,car_new,6669,500_to_1000,4_to_7,3,male,none,3,unknown,47,none,free,3,skilled,1,yes,yes,No Risk
1736,less_0,10,prior_payments_delayed,car_used,250,500_to_1000,1_to_4,2,female,none,2,real_estate,31,stores,rent,1,skilled,1,none,yes,No Risk
1737,less_0,10,prior_payments_delayed,car_used,521,less_100,1_to_4,3,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
1738,less_0,10,prior_payments_delayed,car_used,4046,less_100,4_to_7,3,male,none,3,unknown,31,stores,own,1,skilled,1,none,yes,No Risk
1739,less_0,10,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,female,none,1,car_other,30,stores,own,1,skilled,1,none,yes,No Risk
1740,less_0,10,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,No Risk
1741,less_0,10,prior_payments_delayed,furniture,1112,less_100,4_to_7,3,male,none,3,real_estate,31,none,own,2,skilled,1,none,yes,No Risk
1742,less_0,10,prior_payments_delayed,furniture,1368,less_100,1_to_4,2,female,none,2,car_other,44,stores,own,2,skilled,1,none,yes,No Risk
1743,less_0,10,prior_payments_delayed,furniture,1975,500_to_1000,4_to_7,2,female,none,2,car_other,40,stores,own,2,skilled,2,none,yes,No Risk
1744,less_0,10,prior_payments_delayed,furniture,2014,less_100,1_to_4,3,female,co-applicant,1,real_estate,41,stores,own,1,skilled,1,none,yes,No Risk
1745,less_0,10,prior_payments_delayed,furniture,2233,500_to_1000,less_1,3,female,none,3,car_other,31,none,own,1,skilled,1,none,yes,No Risk
1746,less_0,10,prior_payments_delayed,furniture,3368,less_100,less_1,3,male,co-applicant,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
1747,less_0,10,prior_payments_delayed,furniture,3772,less_100,1_to_4,3,male,none,3,unknown,30,none,own,1,skilled,2,yes,yes,No Risk
1748,less_0,10,prior_payments_delayed,furniture,4037,less_100,4_to_7,3,male,none,3,savings_insurance,31,none,rent,1,skilled,1,none,yes,Risk
1749,less_0,10,prior_payments_delayed,repairs,2016,less_100,1_to_4,3,female,none,3,car_other,19,stores,rent,1,unskilled,1,none,yes,No Risk
1750,less_0,10,prior_payments_delayed,retraining,5576,less_100,4_to_7,4,female,none,3,car_other,33,bank,own,1,unskilled,1,none,yes,No Risk
1751,less_0,11,all_credits_paid_back,car_new,250,100_to_500,less_1,1,female,none,1,car_other,43,stores,rent,1,unskilled,1,none,yes,No Risk
1752,less_0,11,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,savings_insurance,42,stores,own,1,skilled,1,none,yes,No Risk
1753,less_0,11,all_credits_paid_back,car_new,250,less_100,1_to_4,3,female,none,3,savings_insurance,38,none,own,2,skilled,1,none,yes,No Risk
1754,less_0,11,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,real_estate,20,stores,rent,2,unskilled,1,none,yes,No Risk
1755,less_0,11,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,savings_insurance,25,stores,rent,1,skilled,1,none,yes,No Risk
1756,less_0,11,all_credits_paid_back,car_new,561,less_100,1_to_4,2,female,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk
1757,less_0,11,all_credits_paid_back,car_new,631,less_100,less_1,1,female,none,2,savings_insurance,32,none,rent,1,skilled,1,none,yes,No Risk
1758,less_0,11,all_credits_paid_back,car_new,716,less_100,unemployed,1,male,none,2,real_estate,38,stores,own,1,skilled,1,none,yes,No Risk
1759,less_0,11,all_credits_paid_back,car_new,1932,less_100,less_1,2,female,none,3,savings_insurance,22,bank,own,2,unskilled,2,none,yes,No Risk
1760,less_0,11,all_credits_paid_back,car_new,2506,less_100,1_to_4,1,female,none,2,savings_insurance,37,stores,own,1,skilled,1,yes,yes,No Risk
1761,less_0,11,all_credits_paid_back,car_new,3753,less_100,less_1,3,female,co-applicant,2,savings_insurance,26,bank,own,1,unemployed,1,none,yes,No Risk
1762,less_0,11,all_credits_paid_back,car_new,5100,less_100,less_1,2,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk
1763,less_0,11,all_credits_paid_back,car_used,250,500_to_1000,less_1,1,male,none,1,real_estate,21,bank,rent,1,unemployed,1,none,yes,No Risk
1764,less_0,11,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,savings_insurance,28,stores,rent,1,unskilled,1,none,yes,No Risk
1765,less_0,11,all_credits_paid_back,car_used,809,less_100,unemployed,2,male,none,2,real_estate,26,none,own,1,management_self-employed,1,none,yes,No Risk
1766,less_0,11,all_credits_paid_back,car_used,919,100_to_500,1_to_4,3,female,co-applicant,1,savings_insurance,42,stores,own,1,skilled,1,none,yes,No Risk
1767,less_0,11,all_credits_paid_back,car_used,964,less_100,1_to_4,3,female,none,1,car_other,40,stores,own,1,skilled,1,none,yes,No Risk
1768,less_0,11,all_credits_paid_back,car_used,1282,less_100,unemployed,2,male,none,2,real_estate,19,none,own,1,skilled,1,yes,yes,No Risk
1769,less_0,11,all_credits_paid_back,car_used,2454,less_100,unemployed,2,female,none,1,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk
1770,less_0,11,all_credits_paid_back,car_used,3526,less_100,less_1,1,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
1771,less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,29,bank,rent,1,unemployed,1,none,yes,No Risk
1772,less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,3,savings_insurance,41,none,rent,1,skilled,1,none,yes,No Risk
1773,less_0,11,all_credits_paid_back,furniture,833,less_100,less_1,1,male,none,2,savings_insurance,37,stores,own,1,skilled,1,none,yes,No Risk
1774,less_0,11,all_credits_paid_back,furniture,850,less_100,less_1,2,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
1775,less_0,11,all_credits_paid_back,furniture,2016,less_100,less_1,1,female,none,1,car_other,34,bank,own,1,unemployed,1,none,yes,No Risk
1776,less_0,11,all_credits_paid_back,furniture,2707,100_to_500,less_1,1,female,none,2,savings_insurance,24,stores,rent,2,skilled,1,none,yes,No Risk
1777,less_0,11,all_credits_paid_back,radio_tv,250,less_100,less_1,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
1778,less_0,11,all_credits_paid_back,retraining,1886,less_100,unemployed,2,male,none,2,car_other,24,bank,rent,1,unskilled,1,none,yes,No Risk
1779,less_0,11,all_credits_paid_back,vacation,250,less_100,1_to_4,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
1780,less_0,11,all_credits_paid_back,vacation,2298,less_100,unemployed,1,female,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
1781,less_0,11,all_credits_paid_back,vacation,2541,100_to_500,4_to_7,3,male,none,3,real_estate,37,none,own,1,skilled,1,none,yes,No Risk
1782,less_0,11,credits_paid_to_date,appliances,250,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1783,less_0,11,credits_paid_to_date,car_used,250,500_to_1000,1_to_4,3,female,none,2,savings_insurance,39,stores,own,1,skilled,1,none,yes,No Risk
